time,use_house_overall,generated_solar,dishwasher,homeoffice,fridge,winecellar,garagedoor,barn,well,microwave,livingroom,temperature,humidity,visibility,pressure,windspeed,cloudcover,windbearing,precipprobability,furnace,kitchen,year,month,day,weekofyear,hour,minute,wd_Friday,wd_Monday,wd_Saturday,wd_Sunday,wd_Thursday,wd_Tuesday,wd_Wednesday,time_Afternoon,time_Evening,time_Morning,time_Night,hour_sin,hour_cos
2016-01-01 16:00:00,1.321636388916667,0.0187211111166666,0.00011306005,0.0947138888333333,0.1212019444166666,0.0074583333166666,0.0129355555166666,0.0381991665833333,0.0010313889166666,0.02846055555,0.1450841665999999,37.046,0.608,10.0,1014.798,8.258000000000001,0.75,252.2,0.0,0.5110500001166667,0.0002466712944444,2016.0,1.0,1.0,53.0,16,29.5,True,False,False,False,False,False,False,True,False,False,False,-0.8660254037844384,-0.5000000000000004
2016-01-01 17:00:00,1.9166886111166663,0.02037944445,0.0001019488666666,0.0413197221833333,0.1183930555,0.0258047222666666,0.0128933333666666,0.0294966666833333,0.0970125000666666,0.0041288888833333,0.1007552777166666,37.23633333333334,0.59,10.0,1013.8286666666668,9.529333333333334,0.8583333333333333,272.43333333333334,0.0,0.4674805555999999,0.0002500990833333,2016.0,1.0,1.0,53.0,17,29.5,True,False,False,False,False,False,False,False,True,False,False,-0.9659258262890683,-0.25881904510252063
2016-01-01 18:00:00,2.0953897222333335,0.0269902778666666,0.0002533377999999,0.0415488889333333,0.11371944445,0.1231555555666666,0.0122141667333333,0.0289841666666666,0.00103472235,0.02776666665,0.0995822223,37.163333333333334,0.5853333333333333,10.0,1013.0406666666668,8.591333333333333,1.0,270.6666666666667,0.0,0.6225175000500001,0.0297408376,2016.0,1.0,1.0,53.0,18,29.5,True,False,False,False,False,False,False,False,True,False,False,-1.0,-1.8369701987210297e-16
2016-01-01 19:00:00,1.30432333335,0.0216816667333333,0.4877024999666667,0.0414744444666666,0.1167641666999999,0.05950416665,0.01730555555,0.0358877777833333,0.0415330556166666,0.0041091666666666,0.0338011111333333,36.879999999999995,0.59,9.535,1012.575,7.35,1.0,264.0,0.0,0.2622713889666667,0.0035965775722222,2016.0,1.0,1.0,53.0,19,29.5,True,False,False,False,False,False,False,False,True,False,False,-0.9659258262890684,0.2588190451025203
2016-01-01 20:00:00,1.2712783333,0.0023283328,0.5019313889,0.0408808333333333,0.1089424999833333,0.0070930556333333,0.0125283333166666,0.0411730555833333,0.0010433334,0.0652136111333333,0.0015144444166666,36.218,0.6053333333333334,9.512666666666666,1012.44,8.081999999999999,1.0,257.8666666666667,0.0,0.3364036111166666,0.0003137094444444,2016.0,1.0,1.0,53.0,20,29.5,True,False,False,False,False,False,False,False,True,False,False,-0.8660254037844386,0.5000000000000001
2016-01-01 21:00:00,1.48498638895,0.0032722222166666,0.0008566656,0.0418933333333333,0.10787083335,0.0070886110833333,0.01738944445,0.50385388885,0.00109527785,0.00420500005,0.0414916666666666,35.332,0.6326666666666667,9.418333333333331,1012.542,8.360666666666667,0.609,255.43333333333337,0.0113333333333333,0.44161555555,0.0002475964777777,2016.0,1.0,1.0,53.0,21,29.5,True,False,False,False,False,False,False,False,True,False,False,-0.7071067811865477,0.7071067811865474
2016-01-01 22:00:00,1.9287633333333336,0.0034213888499999,0.0001044450166666,0.0423083333333333,0.11288083335,0.00733444445,0.0126644445,0.5091788888833333,0.1415308333666666,0.0042844445,0.0990036110999999,34.278,0.668,8.732,1012.824,7.712000000000001,0.31,261.0,0.02,0.4450619444833333,0.0003000055555555,2016.0,1.0,1.0,53.0,22,29.5,True,False,False,False,False,False,False,False,False,False,True,-0.5000000000000004,0.8660254037844384
2016-01-01 23:00:00,2.03031500005,0.0033869444333333,6.528221666666667e-05,0.0423894444,0.23662722225,0.0072675,0.0126033333666666,0.1108672222333333,0.0010216667833333,0.0041130555333333,0.09991416665,33.236666666666665,0.6926666666666667,8.228666666666667,1013.378,8.568000000000001,0.3923333333333333,270.06666666666666,0.0073333333333333,0.3483988888166667,0.0002697261055555,2016.0,1.0,1.0,53.0,23,29.5,True,False,False,False,False,False,False,False,False,False,True,-0.25881904510252157,0.9659258262890681
2016-01-02 00:00:00,2.75843861115,0.00321444435,8.583668333333334e-05,0.0815930555833333,0.14913916665,0.0073108333333333,0.0125686111,0.0479155555833333,0.0418175000499999,0.0628338889,0.1603755556,32.403333333333336,0.6866666666666668,9.22,1013.7266666666668,8.306666666666667,0.2333333333333333,276.3333333333333,0.0,0.4983436110666667,0.0002372268666666,2016.0,1.0,2.0,53.0,0,29.5,False,False,True,False,False,False,False,False,False,False,True,0.0,1.0
2016-01-02 01:00:00,1.4312002777333332,0.0033152777333333,0.0001102811333333,0.2755863888666666,0.0091577777833333,0.0072044445,0.0126913888833333,0.0376808333666666,0.0010355555833333,0.0137708333,0.2020811110833333,31.652,0.645,9.94,1013.864,7.547,0.172,275.9,0.0,0.4070105556166667,0.0344051902055555,2016.0,1.0,2.0,53.0,1,29.5,False,False,True,False,False,False,False,False,False,False,True,0.25881904510252074,0.9659258262890683
2016-01-02 02:00:00,0.9452833332833334,0.0033983333833333,2.1126666666666665e-05,0.4650994444333333,0.0792658333333333,0.0072249999666666,0.0129713889166666,0.0427622222166666,0.00102833345,0.00414249995,0.0016086111166666,31.1,0.6153333333333334,10.0,1013.8926666666666,7.150666666666666,0.2339999999999999,268.4,0.0,0.1708108333,0.0002441727833333,2016.0,1.0,2.0,53.0,2,29.5,False,False,True,False,False,False,False,False,False,False,True,0.49999999999999994,0.8660254037844387
2016-01-02 03:00:00,0.7742711110999999,0.0034327777,4.8905533333333335e-05,0.4221066666333333,0.0048383334,0.0072747222666666,0.0130622221666666,0.0375227777833333,0.0010216667666666,0.0042269443666666,0.0016405555666666,30.604333333333333,0.6023333333333334,10.0,1014.005,7.957,0.181,268.3,0.0,0.1675427776666666,0.0003457453333333,2016.0,1.0,2.0,53.0,3,29.5,False,False,True,False,False,False,False,False,False,False,True,0.7071067811865475,0.7071067811865476
2016-01-02 04:00:00,1.4890063889166667,0.0032441666499999,0.51949028115,0.09063,0.0399761110166666,0.0070547221833333,0.0123719444166666,0.03475888885,0.0391502778333333,0.0043197222333333,0.0014905555833333,30.13,0.6,10.0,1014.16,8.062,0.2,273.8,0.0,0.4570911111333333,0.0003916723944444,2016.0,1.0,2.0,53.0,4,29.5,False,False,True,False,False,False,False,False,False,True,False,0.8660254037844386,0.5000000000000001
2016-01-02 05:00:00,1.3494013889166667,0.0034052778,0.4240219444833333,0.0509202778166666,0.0793400000166666,0.0072594444333333,0.0129027778333333,0.03467888885,0.0010125000333333,0.0042374999833333,0.0016088888666666,29.639999999999997,0.6,10.0,1014.2316666666668,8.036666666666665,0.1933333333333333,273.3333333333333,0.0,0.5279072221666666,0.0003079688777777,2016.0,1.0,2.0,53.0,5,29.5,False,False,True,False,False,False,False,False,False,True,False,0.9659258262890683,0.25881904510252074
2016-01-02 06:00:00,0.7696538888833333,0.0034313889166666,0.1062983327999999,0.0510797221666666,0.0050619444,0.00703333335,0.0130130556,0.03468444445,0.0010141667333333,0.0042266666666666,0.0016291666666666,28.936,0.6173333333333333,10.0,1014.266,8.04,0.1553333333333333,270.4,0.0,0.3897288888833333,0.0003078771944444,2016.0,1.0,2.0,53.0,6,29.5,False,False,True,False,False,False,False,False,False,True,False,1.0,6.123233995736766e-17
2016-01-02 07:00:00,0.7840547222166666,0.0034286110833333,0.0002969443999999,0.0507900000333333,0.12465694445,0.0071572222333333,0.0133327778166666,0.0373144444666666,0.0010077778166666,0.0042647223,0.0016480555333333,29.118999999999996,0.629,9.829,1014.423,8.004,0.141,267.3,0.0,0.3596322223166667,0.0001993551722222,2016.0,1.0,2.0,53.0,7,29.5,False,False,True,False,False,False,False,False,False,True,False,0.9659258262890683,-0.25881904510252063
2016-01-02 08:00:00,0.99446722225,0.0034286110833333,0.00014361005,0.0551738888999999,0.00493972215,0.0069822222166666,0.0127749999833333,0.03434027775,0.0010172223333333,0.0042172221666666,0.00161722225,29.523333333333333,0.63,9.987333333333334,1014.2626666666667,7.272,0.2986666666666667,260.46666666666664,0.0,0.6996144445166668,0.0003038944277777,2016.0,1.0,2.0,53.0,8,29.5,False,False,True,False,False,False,False,False,False,True,False,0.8660254037844387,-0.49999999999999983
2016-01-02 09:00:00,0.7785658333,0.0034022221833333,0.00023638725,0.0514230555833333,0.0920811111333333,0.0070480555,0.0130161110666666,0.0343563889166666,0.0010072223333333,0.0042258332333333,0.0016097222166666,29.115,0.6396666666666667,10.0,1014.4046666666668,7.500333333333333,0.2713333333333333,249.36666666666667,0.0,0.4085180555833333,0.0002206539166666,2016.0,1.0,2.0,53.0,9,29.5,False,False,True,False,False,False,False,False,False,True,False,0.7071067811865476,-0.7071067811865475
2016-01-02 10:00:00,0.8146472222166667,0.0034047222166666,0.0002552783333333,0.0508594443666666,0.0060333333,0.00706555555,0.0130522222166666,0.0365458333499999,0.0010150000833333,0.0042052778166666,0.0016063888666666,28.91166666666667,0.6396666666666667,9.913,1014.8446666666666,6.478,0.28,254.0,0.0,0.52486222215,0.0002883388944444,2016.0,1.0,2.0,53.0,10,29.5,False,False,True,False,False,False,False,False,False,True,False,0.49999999999999994,-0.8660254037844387
2016-01-02 11:00:00,0.9222649999666668,0.0034013889,0.0002522194166666,0.0510219444166666,0.0802972221666666,0.0070780555333333,0.0130155556333333,0.0340891667166666,0.001008889,0.0042041667333333,0.0016074999333333,28.66866666666667,0.6293333333333333,10.0,1015.2966666666666,6.786666666666666,0.2726666666666667,253.93333333333337,0.0,0.5432147222,0.0002359311555555,2016.0,1.0,2.0,53.0,11,29.5,False,False,True,False,False,False,False,False,False,True,False,0.258819045102521,-0.9659258262890682
2016-01-02 12:00:00,1.6110386111833332,0.0038186110333333,0.00017361115,0.0492563888833333,0.0060177778,0.1062097222666666,0.0126133333833333,0.0322302778166666,0.0487880555666666,0.0278586111166666,0.0844919444833333,28.863999999999997,0.6140000000000001,10.0,1015.712,7.871,0.158,253.1,0.0,0.9866122222833332,0.0257623185222222,2016.0,1.0,2.0,53.0,12,29.5,False,False,True,False,False,False,False,True,False,False,False,1.2246467991473532e-16,-1.0
2016-01-02 13:00:00,1.39428083335,0.0432383333166666,0.00019110835,0.0497655554833333,0.08468777775,0.1232919443833333,0.01747583335,0.0310874999833333,0.0010222223333333,0.0041744444166666,0.1737436110666666,30.968666666666664,0.5559999999999999,10.0,1016.1246666666668,8.156666666666666,0.0566666666666666,254.53333333333333,0.0,0.79802805545,0.0002504672,2016.0,1.0,2.0,53.0,13,29.5,False,False,True,False,False,False,False,True,False,False,False,-0.2588190451025208,-0.9659258262890683
2016-01-02 14:00:00,0.7242099999833334,0.05218583335,5.7228883333333334e-05,0.0487422221666666,0.0107752778,0.01010194445,0.01288138885,0.0315958332666666,0.0428844445333333,0.0042722222166666,0.0013622221833333,32.36333333333334,0.5266666666666667,10.0,1016.28,9.476666666666665,0.1266666666666666,258.6666666666667,0.0,0.3795575000166666,0.0002639827611111,2016.0,1.0,2.0,53.0,14,29.5,False,False,True,False,False,False,False,True,False,False,False,-0.4999999999999998,-0.8660254037844388
2016-01-02 15:00:00,0.7318808333333333,0.2319866666333333,0.00015389225,0.0493258332666666,0.0698924999333333,0.0073255555,0.0125005556,0.0314824999333333,0.0010075000166666,0.0042236111833333,0.0013936111166666,33.846,0.504,10.0,1015.72,10.078,0.24,265.4,0.0,0.58913444445,0.0002525988722222,2016.0,1.0,2.0,53.0,15,29.5,False,False,True,False,False,False,False,True,False,False,False,-0.7071067811865471,-0.7071067811865479
