time,use_house_overall,generated_solar,dishwasher,homeoffice,fridge,winecellar,garagedoor,barn,well,microwave,livingroom,temperature,humidity,visibility,pressure,windspeed,cloudcover,windbearing,precipprobability,furnace,kitchen,year,month,day,weekofyear,hour,minute,wd_Friday,wd_Monday,wd_Saturday,wd_Sunday,wd_Thursday,wd_Tuesday,wd_Wednesday,time_Afternoon,time_Evening,time_Morning,time_Night,hour_sin,hour_cos,lag_1,lag_2,lag_3,lag_6,lag_12,lag_24,lag_48,roll_mean_3,roll_mean_6,roll_mean_12,roll_mean_24,appliance_sum,furnace_on,net_energy_lag_1,hour_block,is_weekend,is_night,dayofyear,dayofyear_sin,dayofyear_cos
2016-11-11 14:00:00,0.8442974999666667,0.2017391666333333,3.445e-05,0.0397458333166666,0.0698786111833333,0.02030694445,0.0131869443833333,0.0314258332833333,0.0010175,0.0031683333833333,0.3287711110833333,39.020833333333336,0.7026666666666667,9.3565,1024.7236666666663,1.9233333333333331,0.4365,46.2,0.0163333333333333,0.3226222223,0.0260641714666666,2016.0,11.0,11.0,45.0,14,29.5,True,False,False,False,False,False,False,True,False,False,False,-0.4999999999999998,-0.8660254037844388,0.5014238889166667,0.5987086111666666,0.96605555555,,,,,0.6887293518777778,0.6839813426027778,0.6704811111222222,,0.12583167229999992,1,0.46876638891666667,3,0,0,316,-0.7469720876965551,0.6648553979642867
2016-11-11 15:00:00,0.1880322222166666,0.3528244444666666,9.175e-06,0.03972444445,0.01334416665,0.0209008333333333,0.0130033333666666,0.0313302778,0.0456274999,0.0168544444,0.0573908333333333,37.84533333333333,0.7793333333333334,8.675333333333333,1024.7373333333333,2.9566666666666666,0.31,21.466666666666665,0.306,0.1212291666333333,0.0002384340888888,2016.0,11.0,11.0,45.0,15,29.5,True,False,False,False,False,False,False,True,False,False,False,-0.7071067811865471,-0.7071067811865479,0.8442974999666667,0.5014238889166667,0.5987086111666666,,,,,0.64814333335,0.7235868055611112,0.6370861111180556,,0.1280663970833333,1,0.6425583333333333,3,0,0,316,-0.7469720876965551,0.6648553979642867
2016-11-11 16:00:00,0.62386222225,0.3654394444333333,7.793333333333334e-06,0.0396494444,0.0570786110666666,0.0186602778333333,0.0129969444499999,0.3208188889166666,0.10090555555,0.0215980555833333,0.00120555555,37.056666666666665,0.8266666666666667,8.865,1024.74,3.779166666666667,0.31,38.166666666666664,0.4049999999999999,0.1333263887833333,0.0116508385333333,2016.0,11.0,11.0,45.0,16,29.5,True,False,False,False,False,False,False,True,False,False,False,-0.8660254037844384,-0.5000000000000004,0.1880322222166666,0.8442974999666667,0.5014238889166667,,,,,0.5112512037,0.6425675000083333,0.5879163888958333,,0.5190691822833331,1,-0.16479222225,4,0,0,316,-0.7469720876965551,0.6648553979642867
2016-11-11 17:00:00,0.98589749995,0.2640052777666666,8.349999999999998e-06,0.0393916667166666,0.0660597221999999,0.0217336110833333,0.0261608333666666,0.29014194445,0.13560166665,0.0031663888666666,0.0015602777166666,36.24433333333333,0.8691666666666666,8.3995,1024.8536666666666,3.687,0.3215,35.96666666666667,0.5836666666666666,0.1058197222166666,0.0026498198388888,2016.0,11.0,11.0,45.0,17,29.5,True,False,False,False,False,False,False,False,True,False,False,-0.9659258262890684,-0.2588190451025206,0.62386222225,0.1880322222166666,0.8442974999666667,,,,,0.5520639814777778,0.6203966666777777,0.5997788889,,0.5167116832499999,1,0.25842277781666667,4,0,0,316,-0.7469720876965551,0.6648553979642867
2016-11-11 18:00:00,0.2862627778166667,0.3288802778,6.121666666666667e-06,0.0397611111166666,0.0254786110833333,0.0200199999833333,0.01304305555,0.0313533334166666,0.0746583332999999,0.1252530555333333,0.0016105555833333,36.11466666666666,0.9013333333333332,9.104666666666668,1024.7140000000002,3.761333333333333,1.0,25.466666666666665,0.5333333333333333,0.1133752777833333,0.0052718607388888,2016.0,11.0,11.0,45.0,18,29.5,True,False,False,False,False,False,False,False,True,False,False,-1.0,-1.8369701987210294e-16,0.98589749995,0.62386222225,0.1880322222166666,,,,,0.5992639814722222,0.6237036574111111,0.6478204861152778,,0.27676945498333305,1,0.7218922221833334,4,0,0,316,-0.7469720876965551,0.6648553979642867
2016-11-11 19:00:00,0.2575255555833333,0.2147641666333333,3.618333333333333e-06,0.0397102777666666,0.0530452777833333,0.0999202777166666,0.0130266666666666,0.0314216666166666,0.0009861110333333,0.00310888885,0.0016336111333333,36.04233333333333,0.9188333333333334,9.1455,1024.6405000000002,3.480166666666667,1.0,15.9,0.0176666666666666,0.08412166675,0.0002199092444444,2016.0,11.0,11.0,45.0,19,29.5,True,False,False,False,False,False,False,False,True,False,False,-0.9659258262890684,0.2588190451025203,0.2862627778166667,0.98589749995,0.62386222225,,,,,0.6320075000055555,0.5716293518527777,0.6327965046347223,,0.18848584033333315,1,-0.04261749998333331,4,0,0,316,-0.7469720876965551,0.6648553979642867
2016-11-11 20:00:00,0.6108874999833334,0.0622913888666666,3.0616666666666664e-06,0.03965944445,0.0700877778,0.1401686111166666,0.0356491666666666,0.0456902777666666,0.0009538888333333,0.0030952778,0.0016077777833333,36.05166666666666,0.9116666666666668,8.578333333333335,1024.6866666666667,3.4716666666666667,1.0,0.3333333333333333,0.0,0.0844547221833333,0.0002263012777777,2016.0,11.0,11.0,45.0,20,29.5,True,False,False,False,False,False,False,False,True,False,False,-0.8660254037844386,0.5000000000000001,0.2575255555833333,0.2862627778166667,0.98589749995,,,,,0.5098952777833333,0.5309796296305556,0.6074804861166666,,0.25999889498333323,1,0.04276138894999998,5,0,0,316,-0.7469720876965551,0.6648553979642867
2016-11-11 21:00:00,1.20436638895,0.0032600000166666,0.0002172272,0.0407277778333333,0.02043861115,0.0632341666499999,0.0236900000166666,0.0743705555833333,0.0010138889,0.0031291666333333,0.0432791666833333,36.044666666666664,0.92,6.453333333333333,1024.5915,4.0954999999999995,1.0,2.65,0.0,0.4039477778166667,0.0003625992555555,2016.0,11.0,11.0,45.0,21,29.5,True,False,False,False,False,False,False,False,True,False,False,-0.7071067811865477,0.7071067811865474,0.6108874999833334,0.2575255555833333,0.2862627778166667,,,,,0.38489194446111114,0.49207796296666667,0.6078323842638889,,0.1624036161166665,1,0.5485961111166667,5,0,0,316,-0.7469720876965551,0.6648553979642867
2016-11-11 22:00:00,1.5235438889,0.0035530555333333,3.896666666666667e-06,0.0418727777833333,0.05307777775,0.0218500000333333,0.0128758333,0.0913883333833333,0.1009600000999999,0.0035344443666666,0.3315025,36.215333333333334,0.92,5.598,1024.7673333333332,3.856666666666667,1.0,10.6,0.0,0.1071183333666666,0.00019750575,2016.0,11.0,11.0,45.0,22,29.5,True,False,False,False,False,False,False,False,False,False,True,-0.5000000000000004,0.8660254037844384,1.20436638895,0.6108874999833334,0.2575255555833333,,,,,0.6909264815055556,0.6614669907555556,0.6520172453819445,,0.2708144522999998,1,1.2011063889333333,5,0,1,316,-0.7469720876965551,0.6648553979642867
2016-11-11 23:00:00,2.109000277783333,0.0033727778,1.3341666666666666e-05,0.0419344444833333,0.0702200000166666,0.0194805555666666,0.01295194445,0.0387730555666666,0.0437613889,0.37837250005,0.3308872222166666,36.333666666666666,0.9168333333333334,5.586833333333334,1024.4861666666666,4.1255,1.0,23.15,0.0,0.1939524999666666,0.0002215800055555,2016.0,11.0,11.0,45.0,23,29.5,True,False,False,False,False,False,False,False,False,False,True,-0.2588190451025215,0.965925826289068,1.5235438889,1.20436638895,0.6108874999833334,,,,,1.112932592611111,0.8114139351972222,0.7159053009374999,,0.5506208417666665,1,1.5199908333666665,5,0,1,316,-0.7469720876965551,0.6648553979642867
2016-11-12 00:00:00,1.1702325000333331,0.00422,2.2785e-05,0.0636475000333333,0.0462083333333333,0.0198936111166666,0.0132208333,0.0404461111333333,0.0010299999833333,0.0031252777333333,0.0034352778,36.37866666666666,0.9173333333333332,5.927666666666667,1024.3956666666666,3.969,1.0,138.0,0.0,0.3070633332833333,0.0276359312999999,2016.0,11.0,12.0,45.0,0,29.5,False,False,True,False,False,False,False,False,False,False,True,0.0,1.0,2.109000277783333,1.5235438889,1.20436638895,,,,,1.6123035185444443,0.9985977315027776,0.8111506944569444,,0.1107261182999998,1,2.105627499983333,0,1,1,317,-0.7354170229639858,0.6776147890466887
2016-11-12 01:00:00,1.13816722225,0.0042152777833333,3.278945e-05,0.3200399999833333,0.0288825000333333,0.0160019444666666,0.0132730555666666,0.0459777778,0.0010302778166666,0.0304511111333333,0.0016322221999999,36.53833333333333,0.9258333333333334,5.211666666666668,1024.5441666666668,3.8258333333333336,1.0,348.6666666666667,0.0,0.3533213888333333,0.0002788929555555,2016.0,11.0,12.0,45.0,1,29.5,False,False,True,False,False,False,False,False,False,False,True,0.2588190451025207,0.9659258262890684,1.1702325000333331,2.109000277783333,1.5235438889,,,,,1.6009255555722222,1.1459260185388886,0.8587776851958333,,0.1223764006999998,1,1.1660125000333332,0,1,1,317,-0.7354170229639858,0.6776147890466887
2016-11-12 02:00:00,1.3443708333833333,0.0039861111666666,2.472333333333333e-05,0.3965177777166666,0.0670836110833333,0.0129286110833333,0.0132080556,0.0413830555833333,0.0010536111166666,0.0213811110166666,0.0015130555333333,36.727333333333334,0.92,4.5,1024.858,3.927333333333334,1.0,195.6,0.0,0.3686080554833333,0.0002149115055555,2016.0,11.0,12.0,45.0,2,29.5,False,False,True,False,False,False,False,False,False,False,True,0.4999999999999999,0.8660254037844387,1.13816722225,1.1702325000333331,2.109000277783333,,,,,1.4724666666888888,1.2926996296500002,0.9118396296402778,,0.14385472321666642,1,1.1339519444666668,0,1,1,317,-0.7354170229639858,0.6776147890466887
2016-11-12 03:00:00,1.3781677777666663,0.0039383333333333,0.63112777835,0.11009722225,0.0509436111333333,0.0238655555499999,0.01234194445,0.0341786111333333,0.0472972221833333,0.00329777775,0.0014491666666666,36.813833333333335,0.92,5.130166666666667,1025.1481666666666,3.800166666666667,1.0,16.966666666666665,0.0,0.1076933333666666,0.0004073209111111,2016.0,11.0,12.0,45.0,3,29.5,False,False,True,False,False,False,False,False,False,False,True,0.7071067811865475,0.7071067811865476,1.3443708333833333,1.13816722225,1.1702325000333331,,,,,1.2175901852222222,1.4149468518833332,0.953512407425,,0.7907105560999997,1,1.3403847222166667,0,1,1,317,-0.7354170229639858,0.6776147890466887
2016-11-12 04:00:00,1.0100494444333334,0.0041613888833333,0.5781772222666667,0.1020444445,0.0191202777166666,0.0160436111166666,0.01238555565,0.0363388889166666,0.0010177778333333,0.0031394445666666,0.0016183333166666,36.865,0.9143333333333332,5.309333333333333,1025.1323333333337,3.990666666666667,1.0,10.333333333333334,0.0,0.0845447222666666,0.0004113971444444,2016.0,11.0,12.0,45.0,4,29.5,False,False,True,False,False,False,False,False,False,True,False,0.8660254037844386,0.5000000000000001,1.3781677777666663,1.3443708333833333,1.13816722225,,,,,1.2869019444666665,1.4439137500194443,1.0526903703875001,,0.6538372224166664,1,1.374229444433333,1,1,1,317,-0.7354170229639858,0.6776147890466887
2016-11-12 05:00:00,0.5919786111333334,0.0041847222166666,0.0016544422166666,0.10199416665,0.06204666665,0.0161669444333333,0.0129613889,0.0364538888166666,0.0009863888833333,0.0031388890166666,0.00161916665,36.88066666666667,0.9038333333333334,4.777,1025.0623333333333,3.146333333333333,1.0,15.25,0.0,0.1575297221666666,0.0002224115166666,2016.0,11.0,12.0,45.0,5,29.5,False,False,True,False,False,False,False,False,False,True,False,0.9659258262890684,0.2588190451025207,1.0100494444333334,1.3781677777666663,1.3443708333833333,,,,,1.2441960185277778,1.3583313426083332,1.0848726389027779,,0.1204472200166664,1,1.00588805555,1,1,1,317,-0.7354170229639858,0.6776147890466887
2016-11-12 06:00:00,0.6330261111166667,0.0041908332833333,0.0001913855,0.1020916666333333,0.0557480555833333,0.0163174999833333,0.0129122222,0.03355944445,0.0009027777833333,0.0031461110166666,0.0014883333333333,36.95,0.92,3.1566666666666667,1025.1366666666668,3.0200000000000005,1.0,12.333333333333334,0.0,0.2127627777833333,0.0002378779555555,2016.0,11.0,12.0,45.0,6,29.5,False,False,True,False,False,False,False,False,False,True,False,1.0,6.123233995736766e-17,0.5919786111333334,1.0100494444333334,1.3781677777666663,,,,,0.993398611111111,1.1054943981666667,1.052046064834722,,0.10986527431666651,1,0.5877938889166668,1,1,1,317,-0.7354170229639858,0.6776147890466887
