time,use_house_overall,generated_solar,dishwasher,homeoffice,fridge,winecellar,garagedoor,barn,well,microwave,livingroom,temperature,humidity,visibility,pressure,windspeed,cloudcover,windbearing,precipprobability,furnace,kitchen,year,month,day,weekofyear,hour,minute,weekday,timing
2016-08-21 02:00:00,0.6843299999833333,0.0034475000500000003,9.185e-06,0.30981805553333336,0.013703888983333332,0.07146277776666668,0.013060277816666667,0.0324380555,0.0010288888333333333,0.00409611105,0.0016683333333333333,74.96733333333333,0.5116666666666667,9.858166666666667,1019.6676666666666,6.5281666666666665,0.04383333333333333,357.6166666666667,0.0,0.08461944441666666,0.00033926241666666667,2016.0,8.0,21.0,33.0,2,29.5,Sunday,Night
2016-08-21 03:00:00,0.54999055555,0.003439722233333333,3.896666666666667e-06,0.04266277776666667,0.09851666671666666,0.10262027778333334,0.012899999883333334,0.03225138893333333,0.0010177779,0.004055277733333334,0.0016952777,70.25333333333333,0.61,9.923333333333334,1020.2966666666667,5.246666666666667,0.02,358.6666666666667,0.0,0.08407888893333333,0.00022361999444444445,2016.0,8.0,21.0,33.0,3,29.5,Sunday,Night
2016-08-21 04:00:00,0.38673638886666667,0.0034352777833333336,3.618333333333333e-06,0.04266611111666666,0.026303888816666666,0.039934444433333334,0.012984722166666665,0.03237916666666667,0.00101972235,0.004073055516666667,0.0017036112166666667,67.31483333333334,0.6686666666666667,10.0,1020.9300000000001,4.773166666666667,0.0028333333333333335,118.2,0.0,0.08455305556666667,0.00025908146111111114,2016.0,8.0,21.0,33.0,4,29.5,Sunday,Morning
2016-08-21 05:00:00,0.49399388895,0.0034105555999999998,2.783333333333333e-06,0.0426194444,0.07644055555000001,0.08926250001666666,0.012944166716666667,0.03232055551666667,0.0010191668,0.00406666665,0.0016844444333333334,64.34633333333333,0.7260000000000001,9.862,1021.2456666666666,4.593999999999999,0.023,14.566666666666666,0.0,0.08417194448333333,0.0002347287,2016.0,8.0,21.0,33.0,5,29.5,Sunday,Morning
2016-08-21 06:00:00,0.4927958334,0.00335694445,3.3399999999999998e-06,0.04263111111666666,0.0574611112,0.10072666665,0.012981944416666667,0.031907500016666666,0.00091027785,0.003956388866666666,0.00153750005,62.68266666666667,0.7563333333333334,9.901666666666667,1021.437,5.494666666666666,0.0545,22.616666666666667,0.0,0.09454305558333333,0.00024565773333333333,2016.0,8.0,21.0,33.0,6,29.5,Sunday,Morning
2016-08-21 07:00:00,0.41672361113333334,0.0030344444166666663,4.453333333333333e-06,0.042623888900000004,0.045714722299999996,0.028623611066666665,0.013083055516666667,0.03193472225,0.0009944444166666666,0.0039827778,0.001675,61.3,0.7773333333333333,9.989333333333333,1021.6606666666667,4.374,0.008,306.6666666666667,0.0,0.10092500008333333,0.00025398722222222224,2016.0,8.0,21.0,33.0,7,29.5,Sunday,Morning
2016-08-21 08:00:00,0.5200036110833334,0.003004999983333333,1.6699999999999999e-06,0.042621388866666665,0.08492277775,0.09506222225,0.013055555516666668,0.031923888883333335,0.0009986111,0.003989722266666666,0.00172,59.21333333333333,0.8258333333333333,9.835,1021.8183333333334,2.4008333333333334,0.0,328.9166666666667,0.0,0.09458638888333333,0.00024176665555555556,2016.0,8.0,21.0,33.0,8,29.5,Sunday,Morning
2016-08-21 09:00:00,0.40388388890000004,0.002986111133333333,2.5049999999999997e-06,0.04262999998333334,0.016706666633333332,0.07854416665,0.013006388866666666,0.031813888900000004,0.001,0.003986944466666666,0.0017052777999999999,57.042,0.8688333333333333,9.991833333333334,1021.7061666666667,2.939,0.01933333333333333,31.8,0.0,0.08457944445000001,0.00027278514444444447,2016.0,8.0,21.0,33.0,9,29.5,Sunday,Morning
2016-08-21 10:00:00,0.47767805561666665,0.0025738888833333334,3.896666666666667e-06,0.04207027778333334,0.09693611111666667,0.04464805548333333,0.012978333366666667,0.03037472225,0.0009991666666666666,0.0039888889166666665,0.0016322221999999999,55.906666666666666,0.8813333333333334,9.829333333333333,1021.8093333333333,2.0033333333333334,0.018666666666666668,340.46666666666664,0.0,0.08639638883333332,0.0002327810888888889,2016.0,8.0,21.0,33.0,10,29.5,Sunday,Morning
2016-08-21 11:00:00,0.40467194445000004,0.01742111105,4.7316666666666665e-06,0.041023611116666664,0.021488888816666666,0.09653888885,0.012897777766666667,0.029806111099999998,0.0009936110666666667,0.003979999983333334,0.0015886111333333335,54.397000000000006,0.9011666666666667,9.310166666666667,1021.8221666666666,2.108333333333333,0.015166666666666667,286.8,0.0,0.08640194443333334,0.00027120942777777784,2016.0,8.0,21.0,33.0,11,29.5,Sunday,Morning
